section,author,title,page
III. Second Lyrical Period - Division II,Hjalmar Hjorth Boyesen,Thoralf and Synnov,512
III. Second Lyrical Period - Division II,Joel Chandler Harris,The Plough-Hands' Song,513
III. Second Lyrical Period - Division II,Joel Chandler Harris,"My Honey, My Love",514
III. Second Lyrical Period - Division II,John Vance Cheney,The Happiest Heart,515
III. Second Lyrical Period - Division II,John Vance Cheney,The Strong,515
III. Second Lyrical Period - Division II,John Vance Cheney,Every one to his own Way,515
III. Second Lyrical Period - Division II,John Vance Cheney,Evening Songs,515
III. Second Lyrical Period - Division II,John Vance Cheney,The Skilful Listener,516
III. Second Lyrical Period - Division II,John Vance Cheney,Whither,516
III. Second Lyrical Period - Division II,O. C. Auringer,The Flight of the War-Eagle,516
III. Second Lyrical Period - Division II,O. C. Auringer,The Ballad of Oriskany,517
III. Second Lyrical Period - Division II,O. C. Auringer,April,518
III. Second Lyrical Period - Division II,Emma Lazarus,On the Proposal to erect a Monument in England to Lord Byron,518
III. Second Lyrical Period - Division II,Emma Lazarus,Venus of the Louvre,519
III. Second Lyrical Period - Division II,Emma Lazarus,The Cranes of Ibycus,519
III. Second Lyrical Period - Division II,Emma Lazarus,The Banner of the Jew,519
III. Second Lyrical Period - Division II,Emma Lazarus,The Crowing of the Red Cock,520
III. Second Lyrical Period - Division II,Emma Lazarus,The New Ezekiel,520
III. Second Lyrical Period - Division II,Grace Denio Litchfield,My Letter,521
III. Second Lyrical Period - Division II,Grace Denio Litchfield,To a Hurt Child,521
III. Second Lyrical Period - Division II,Grace Denio Litchfield,My Other Me,521
III. Second Lyrical Period - Division II,Francis Saltus Saltus,The Andalusian Sereno,521
III. Second Lyrical Period - Division II,Francis Saltus Saltus,The Sphinx speaks,522
III. Second Lyrical Period - Division II,Francis Saltus Saltus,The Bayadere,522
III. Second Lyrical Period - Division II,Francis Saltus Saltus,Pastel,523
III. Second Lyrical Period - Division II,Francis Saltus Saltus,The Ideal,523
III. Second Lyrical Period - Division II,Lucy White Jennison,A Dream of Death - Helena,523
III. Second Lyrical Period - Division II,Lucy White Jennison,Bondage,524
III. Second Lyrical Period - Division II,Lucy White Jennison,The Burden of Love,524
III. Second Lyrical Period - Division II,Laura Elizabeth Richards,A Song of Two Angels,524
III. Second Lyrical Period - Division II,Laura Elizabeth Richards,Where Helen sits,525
III. Second Lyrical Period - Division II,Laura Elizabeth Richards,A Valentine,525
III. Second Lyrical Period - Division II,George Houghton,Sandy Hook,525
III. Second Lyrical Period - Division II,George Houghton,The Handsel Ring,525
III. Second Lyrical Period - Division II,George Houghton,The Manor Lord,526
III. Second Lyrical Period - Division II,Eugene Field,"Wynken, Blynken, and Nod",526
III. Second Lyrical Period - Division II,Eugene Field,Garden and Cradle,527
III. Second Lyrical Period - Division II,Eugene Field,In the Firelight,527
III. Second Lyrical Period - Division II,Eugene Field,Nightfall in Dordrecht,527
III. Second Lyrical Period - Division II,Eugene Field,The Dinkey-Bird,528
III. Second Lyrical Period - Division II,Eugene Field,Little Boy Blue,528
III. Second Lyrical Period - Division II,Eugene Field,The Lyttel Boy,528
III. Second Lyrical Period - Division II,Eugene Field,Our Two Opinions,529
III. Second Lyrical Period - Division II,Eugene Field,The Bibliomaniac's Prayer,529
III. Second Lyrical Period - Division II,Eugene Field,Dibdin's Ghost,529
III. Second Lyrical Period - Division II,Eugene Field,Echoes from the Sabine Farm: To the Fountain of Bandusia,530
III. Second Lyrical Period - Division II,Eugene Field,Echoes from the Sabine Farm: To Leuconoe - I,530
III. Second Lyrical Period - Division II,Eugene Field,Echoes from the Sabine Farm: To Leuconoe - II,531
III. Second Lyrical Period - Division II,Robert Burns Wilson,It is in Winter that we dream of Spring,531
III. Second Lyrical Period - Division II,Robert Burns Wilson,The Dead Player,531
III. Second Lyrical Period - Division II,Robert Burns Wilson,To a Crow,531
III. Second Lyrical Period - Division II,Robert Burns Wilson,The Sunrise of the Poor,532
III. Second Lyrical Period - Division II,Robert Burns Wilson,Such is the Death the Soldier dies,532
III. Second Lyrical Period - Division II,Robert Burns Wilson,Ballad of the Faded Field,532
III. Second Lyrical Period - Division II,Arlo Bates,"America - From the ""Torch Bearers""",533
III. Second Lyrical Period - Division II,Arlo Bates,In Paradise,533
III. Second Lyrical Period - Division II,Arlo Bates,The Cyclamen,533
III. Second Lyrical Period - Division II,Arlo Bates,Conceits: Kitty's Laugh,534
III. Second Lyrical Period - Division II,Arlo Bates,"Conceits: Kitty's ""No""",534
III. Second Lyrical Period - Division II,Arlo Bates,Like to a Coin,534
III. Second Lyrical Period - Division II,Arlo Bates,The Watchers,534
III. Second Lyrical Period - Division II,Arlo Bates,On the Road to Chorrera,534
III. Second Lyrical Period - Division II,Arlo Bates,A Winter Twilight,535
III. Second Lyrical Period - Division II,Florence Earle Coates,Perdita,535
III. Second Lyrical Period - Division II,Florence Earle Coates,Survival,535
III. Second Lyrical Period - Division II,Florence Earle Coates,India,535
III. Second Lyrical Period - Division II,Florence Earle Coates,Tennyson,536
III. Second Lyrical Period - Division II,Florence Earle Coates,Songs: The World is Mine,536
III. Second Lyrical Period - Division II,Florence Earle Coates,Songs: To-Morrow,536
III. Second Lyrical Period - Division II,George Parsons Lathrop,The Flown Soul,536
III. Second Lyrical Period - Division II,George Parsons Lathrop,South-Wind,537
III. Second Lyrical Period - Division II,George Parsons Lathrop,The Sunshine of thine Eyes,537
III. Second Lyrical Period - Division II,George Parsons Lathrop,Remembrance,537
III. Second Lyrical Period - Division II,George Parsons Lathrop,The Voice of the Void,537
III. Second Lyrical Period - Division II,George Parsons Lathrop,The Child's Wish granted,537
III. Second Lyrical Period - Division II,George Parsons Lathrop,Keenan's Charge,538
III. Second Lyrical Period - Division II,Rose Hawthorne Lathrop,Give me not Tears,539
III. Second Lyrical Period - Division II,Rose Hawthorne Lathrop,Dorothy,539
III. Second Lyrical Period - Division II,Rose Hawthorne Lathrop,A Song before Grief,540
III. Second Lyrical Period - Division II,Rose Hawthorne Lathrop,The Clock's Song,540
III. Second Lyrical Period - Division II,Charles Francis Richardson,Prayer,540
III. Second Lyrical Period - Division II,Charles Francis Richardson,After Death,541
III. Second Lyrical Period - Division II,Charles Francis Richardson,A Conjecture,541
III. Second Lyrical Period - Division II,Edwin Markham,The Man with the Hoe,541
III. Second Lyrical Period - Division II,Edwin Markham,My Comrade,542
III. Second Lyrical Period - Division II,Edwin Markham,Poetry,542
III. Second Lyrical Period - Division II,Edwin Markham,A Look into the Gulf,542
III. Second Lyrical Period - Division II,Edwin Markham,The Last Furrow,542
III. Second Lyrical Period - Division II,Edwin Markham,The Whirlwind Road,542
III. Second Lyrical Period - Division II,Edwin Markham,Joy of the Morning,543
III. Second Lyrical Period - Division II,Richard Edwin Day,England,543
III. Second Lyrical Period - Division II,Richard Edwin Day,To Shakespeare,543
III. Second Lyrical Period - Division II,Maurice Francis Egan,Maurice de Guerin,543
III. Second Lyrical Period - Division II,Maurice Francis Egan,He made us Free,544
III. Second Lyrical Period - Division II,Maurice Francis Egan,The Old Violin,544
III. Second Lyrical Period - Division II,Maurice Francis Egan,The Shamrock,544
III. Second Lyrical Period - Division II,Nathan Haskell Dole,Russia,545
III. Second Lyrical Period - Division II,Nathan Haskell Dole,To an Imperilled Traveller,545
III. Second Lyrical Period - Division II,Nathan Haskell Dole,A Russian Fantasy,545
III. Second Lyrical Period - Division II,Henry van Dyke,An Angler's Wish,545
III. Second Lyrical Period - Division II,Henry van Dyke,The Veery,546
III. Second Lyrical Period - Division II,Henry van Dyke,Roslin and Hawthornden,546
III. Second Lyrical Period - Division II,Henry van Dyke,The Lily of Yorrow,546
III. Second Lyrical Period - Division II,Henry van Dyke,Tennyson,547
III. Second Lyrical Period - Division II,Henry van Dyke,Four Things,547
III. Second Lyrical Period - Division II,Joseph I. C. Clarke,The Fighting Race,547
III. Second Lyrical Period - Division II,Charles Henry Phelps,Henry Ward Beecher,548
III. Second Lyrical Period - Division II,Charles Henry Phelps,Rare Moments,549
III. Second Lyrical Period - Division II,Charles Henry Phelps,Yuma,549
III. Second Lyrical Period - Division II,Robert Underwood Johnson,"From ""The Voice of Webster""",549
III. Second Lyrical Period - Division II,Robert Underwood Johnson,As a Bell in a Chime,550
III. Second Lyrical Period - Division II,Robert Underwood Johnson,The Wistful Days,550
III. Second Lyrical Period - Division II,Robert Underwood Johnson,In Tesla's Laboratory,550
III. Second Lyrical Period - Division II,Robert Underwood Johnson,Browning at Asolo,551
III. Second Lyrical Period - Division II,Robert Underwood Johnson,The Blossom of the Soul,551
III. Second Lyrical Period - Division II,Richard Kendall Munkittrick,At the Shrine,551
III. Second Lyrical Period - Division II,Richard Kendall Munkittrick,Ghosts,551
III. Second Lyrical Period - Division II,Richard Kendall Munkittrick,A Bulb,552
III. Second Lyrical Period - Division II,Richard Kendall Munkittrick,To Miguel de Cervantes Saavadra,552
III. Second Lyrical Period - Division II,Craven Langstroth Betts,The Hollyhocks,552
III. Second Lyrical Period - Division II,Craven Langstroth Betts,Don Quixote,552
III. Second Lyrical Period - Division II,Craven Langstroth Betts,To the Moonflower,553
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,Moth-Song,553
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,Her Picture,553
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,On Kingston Bridge,553
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,So wags the World,554
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,Praise-God Barebones,554
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,Pamela in Town,555
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,April Fantasie,555
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,Quaker Ladies,555
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,The Bride's Toilette,556
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,A Cry from the Shore,556
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,Sea-Way,557
III. Second Lyrical Period - Division II,Ellen Mackay Hutchinson Cortissoz,Harvest,557
III. Second Lyrical Period - Division II,Thomas Nelson Page,Uncle Gabe's White Folks,557
III. Second Lyrical Period - Division II,Thomas Nelson Page,Ashcake,558
III. Second Lyrical Period - Division II,James Whitcomb Riley,When she comes Home,559
III. Second Lyrical Period - Division II,James Whitcomb Riley,The Old Man and Jim,559
III. Second Lyrical Period - Division II,James Whitcomb Riley,A Life-Lesson,560
III. Second Lyrical Period - Division II,James Whitcomb Riley,The Way the Baby woke,560
III. Second Lyrical Period - Division II,James Whitcomb Riley,The Way the Baby slept,561
III. Second Lyrical Period - Division II,James Whitcomb Riley,Bereaved,561
III. Second Lyrical Period - Division II,James Whitcomb Riley,Ike Walton's Prayer,561
III. Second Lyrical Period - Division II,James Whitcomb Riley,On the Death of Little Mahala Ashcraft,561
III. Second Lyrical Period - Division II,James Whitcomb Riley,Little Orphant Annie,562
III. Second Lyrical Period - Division II,James Whitcomb Riley,"Dwainie - From ""The Flying Islands of the Night""",563
III. Second Lyrical Period - Division II,James Whitcomb Riley,Honey dripping from the Comb,563
III. Second Lyrical Period - Division II,James Whitcomb Riley,A Man by the Name of Bolus,563
III. Second Lyrical Period - Division II,James Whitcomb Riley,Longfellow,564
III. Second Lyrical Period - Division II,James Whitcomb Riley,Love's Prayer,564
III. Second Lyrical Period - Division II,Louis James Block,The Garden where there is no Winter,564
III. Second Lyrical Period - Division II,Louis James Block,Tuberose,565
III. Second Lyrical Period - Division II,Louis James Block,Fate,565
III. Second Lyrical Period - Division II,Louis James Block,Work,565
III. Second Lyrical Period - Division II,Maybury Fleming,To Demeter,566
III. Second Lyrical Period - Division II,Maybury Fleming,What though the Green Leaf grow?,566
III. Second Lyrical Period - Division II,Maybury Fleming,To Sleep,566
III. Second Lyrical Period - Division II,William Cranston Lawton,"Song, Youth, and Sorrow",567
III. Second Lyrical Period - Division II,William Cranston Lawton,My Fatherland,567
III. Second Lyrical Period - Division II,Katherine Eleanor Conway,The Heaviest Cross of all,567
III. Second Lyrical Period - Division II,Katherine Eleanor Conway,Saturninus,568
III. Second Lyrical Period - Division II,Irwin Russell,De Fust Banjo,568
III. Second Lyrical Period - Division II,Charles Leonard Moore,To England,569
III. Second Lyrical Period - Division II,Charles Leonard Moore,"From the ""Book of Day-Dreams"": Soul unto Soul glooms darkling",570
III. Second Lyrical Period - Division II,Charles Leonard Moore,"From the ""Book of Day-Dreams"": Disenchantment",570
III. Second Lyrical Period - Division II,Charles Leonard Moore,"From the ""Book of Day-Dreams"": Or ever the Earth was",571
III. Second Lyrical Period - Division II,Charles Leonard Moore,"From the ""Book of Day-Dreams"": Thou livest, O Soul!",571
III. Second Lyrical Period - Division II,Charles Leonard Moore,"From the ""Book of Day-Dreams"": Then shall we see",571
III. Second Lyrical Period - Division II,Edith Matilda Thomas,The Betrayal of the Rose,571
III. Second Lyrical Period - Division II,Edith Matilda Thomas,The Tears of the Poplars,572
III. Second Lyrical Period - Division II,Edith Matilda Thomas,The Quiet Pilgrim,572
III. Second Lyrical Period - Division II,Edith Matilda Thomas,Mother England,573
III. Second Lyrical Period - Division II,Edith Matilda Thomas,Breath of Hampstead Heath,573
III. Second Lyrical Period - Division II,Edith Matilda Thomas,Thefts of the Morning,574
III. Second Lyrical Period - Division II,Edith Matilda Thomas,Frost,574
III. Second Lyrical Period - Division II,Edith Matilda Thomas,Quatrains: The Soul in the Body,574
III. Second Lyrical Period - Division II,Edith Matilda Thomas,Quatrains: Insomnia,575
III. Second Lyrical Period - Division II,Edith Matilda Thomas,Quatrains: To Imagination,575
III. Second Lyrical Period - Division II,Edith Matilda Thomas,A Far Cry to Heaven,575
III. Second Lyrical Period - Division II,Edith Matilda Thomas,The Mother who died too,575
III. Second Lyrical Period - Division II,Edith Matilda Thomas,Winter Sleep,575
III. Second Lyrical Period - Division II,Edith Matilda Thomas,"From ""The Inverted Torch"": When in the First Great Hour",576
III. Second Lyrical Period - Division II,Edith Matilda Thomas,"From ""The Inverted Torch"": Tell me",576
III. Second Lyrical Period - Division II,Edith Matilda Thomas,"From ""The Inverted Torch"": If still they live",576
III. Second Lyrical Period - Division II,Edith Matilda Thomas,"From ""The Inverted Torch"": Will it be so?",576
III. Second Lyrical Period - Division II,Samuel Minturn Peck,Sassafras,576
III. Second Lyrical Period - Division II,Samuel Minturn Peck,A Southern Girl,577
III. Second Lyrical Period - Division II,Samuel Minturn Peck,The Captain's Feather,577
III. Second Lyrical Period - Division II,Samuel Minturn Peck,My Little Girl,577
III. Second Lyrical Period - Division II,Arthur Wentworth Hamilton Eaton,Pray for the Dead,578
III. Second Lyrical Period - Division II,Arthur Wentworth Hamilton Eaton,The Egyptian Lotus,578
III. Second Lyrical Period - Division II - Additional Selections,Margaret Thomson Janvier,Little Wild Baby,579
III. Second Lyrical Period - Division II - Additional Selections,David Starr Jordan,Viverols,579
III. Second Lyrical Period - Division II - Additional Selections,Mary Kyle Dallas,He'd nothing but his Violin,580
III. Second Lyrical Period - Division II - Additional Selections,Homer Greene,What my Lover said,580
III. Second Lyrical Period - Division II - Additional Selections,Ella Dietz Glynes,Unless,581
III. Second Lyrical Period - Division II - Additional Selections,George Tracy Elliot,Winter Twilight,581
III. Second Lyrical Period - Division II - Additional Selections,Chauncey Hickox,Under the Red Cross,581
III. Second Lyrical Period - Division II - Additional Selections,Emma Huntington Nason,A Child's Question,582
III. Second Lyrical Period - Division II - Additional Selections,Lilian Whiting,The Mystery,582
III. Second Lyrical Period - Division II - Additional Selections,Richard Rogers Bowker,Thomas a Kempis,582
III. Second Lyrical Period - Division II - Additional Selections,Arthur Peterson,Kelpius's Hymn,582
III. Second Lyrical Period - Division II - Additional Selections,Wallace Bruce,Two Argosies,583
III. Second Lyrical Period - Division II - Additional Selections,Frederick Wadsworth Loring,In the Old Churchyard at Fredericksburg,583
III. Second Lyrical Period - Division II - Additional Selections,Eugene Fitch Ware,The Aztec City,584
III. Second Lyrical Period - Division II - Additional Selections,Julian Hawthorne,Were-Wolf,585
III. Second Lyrical Period - Division II - Additional Selections,Ernest Francisco Fenollosa,The Golden Age,585
III. Second Lyrical Period - Division II - Additional Selections,John Vance Cheney,The Man with the Hoe - A Reply,586
III. Second Lyrical Period - Division II - Additional Selections,Agnes Carter Mason,"""Gossamer Weft"": Whenever a Little Child is born",587
III. Second Lyrical Period - Division II - Additional Selections,Emily Dickinson,Morning,587
III. Second Lyrical Period - Division II - Additional Selections,Mary Mapes Dodge,Snowflakes,587
III. Second Lyrical Period - Division II - Additional Selections,Henrietta R. Eliot,Why it was cold in May,587
III. Second Lyrical Period - Division II - Additional Selections,Clara Doty Bates,Thistle-down,587
III. Second Lyrical Period - Division II - Additional Selections,Edith Matilda Thomas,A Little Boy's Vain Regret,588
III. Second Lyrical Period - Division II - Additional Selections,Anna M. Pratt,A Mortifying Mistake,588
III. Second Lyrical Period - Division II - Additional Selections,Anna M. Pratt,Early News,588
III. Second Lyrical Period - Division II - Additional Selections,Mary Frances Butts,A Million Little Diamonds,588
III. Second Lyrical Period - Division II - Additional Selections,George Cooper,Only One,588
III. Second Lyrical Period - Division II - Additional Selections,Josiah Gilbert Holland,Lullaby,588
III. Second Lyrical Period - Division II - Additional Selections,George Washington Cable,Impromptus: Written in the Visitors' Book at the Birthplace of Robert Burns,589
III. Second Lyrical Period - Division II - Additional Selections,George Washington Cable,Impromptus: The New Arrival,589
III. Second Lyrical Period - Division II - Additional Selections,George Augustus Baker,Thoughts on the Commandments,589
III. Second Lyrical Period - Division II - Additional Selections,Brander Matthews,An American Girl,589
III. Second Lyrical Period - Division II - Additional Selections,William De Lancey Ellwanger,To Jessie's Dancing Feet,590
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": When First I saw her",590
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": The Secret",590
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": O, Inexpressible as sweet",591
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": The Rose of Stars",591
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": Divine Awe",591
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": Homeward Bound",591
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": The Child",592
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": O, Struck beneath the Laurel",592
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": So slow to die",592
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""Wild Eden"": Seaward",592
III. Second Lyrical Period - Division III,George Edward Woodberry,"From ""My Country""",593
III. Second Lyrical Period - Division III,George Edward Woodberry,On a Portrait of Columbus,594
III. Second Lyrical Period - Division III,George Edward Woodberry,America to England,594
III. Second Lyrical Period - Division III,George Edward Woodberry,At Gibraltar,594
III. Second Lyrical Period - Division III,George Edward Woodberry,Love's Rosary,595
III. Second Lyrical Period - Division III,George Edward Woodberry,"Song of Eros, in ""Agathon""",595
III. Second Lyrical Period - Division III,Francis Barton Gummere,John Bright,595
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,The Way to Arcady,596
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,She was a Beauty,597
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,A Pitcher of Mignonette,597
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,Deaf,597
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,Les Morts vont vite,598
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,The Appeal to Harold,598
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,On Reading a Poet's First Book,598
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,Feminine,599
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,J. B.,599
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,To a June Breeze,599
III. Second Lyrical Period - Division III,Henry Cuyler Bunner,The Chaperon,600
III. Second Lyrical Period - Division III,Wilbur Larremore,Madam Hickory,600
III. Second Lyrical Period - Division III,Wilbur Larremore,Blossom Time,600
III. Second Lyrical Period - Division III,Elisabeth Cavazza Pullen,Her Shadow,601
